name	description
VFG0960	VFG0960 grab - protein GRAB (protein G-related alpha 2M-binding protein) [Streptococcus pyogenes SF370] (VF0254)
VFG0961	VFG0961 SPy0861 - Mac-1 like protein [Streptococcus pyogenes SF370] (VF0284)
VFG0962	VFG0962 hasA - hyaluronate synthase [Streptococcus pyogenes SF370] (VF0244)
VFG0963	VFG0963 hasB - UDP-glucose 6-dehydrogenase [Streptococcus pyogenes SF370] (VF0244)
VFG0964	VFG0964 hasC - UDP-glucose pyrophosphorylase [Streptococcus pyogenes SF370] (VF0244)
VFG0965	VFG0965 hylP1 - hyaluronidase, phage associated [Streptococcus pyogenes SF370] (VF0246)
VFG0966	VFG0966 hylP2 - hyaluronidase - phage associated [Streptococcus pyogenes SF370] (VF0246)
VFG0967	VFG0967 hylP3 - hyaluronidase - phage associated [Streptococcus pyogenes SF370] (VF0246)
VFG0968	VFG0968 emm1 - M  protein type 1 [Streptococcus pyogenes SF370] (VF0242)
VFG0969	VFG0969 mf - mitogenic factor [Streptococcus pyogenes SF370] (VF0252)
VFG0970	VFG0970 mf2 - putative DNase (similar to mitogenic factor), phage associated [Streptococcus pyogenes SF370] (VF0252)
VFG0971	VFG0971 mf3 - putative deoxyribonuclease [Streptococcus pyogenes SF370] (VF0252)
VFG0972	VFG0972 sic - inhibitor of complement-mediated lysis [Streptococcus pyogenes SF370] (VF0255)
VFG0973	VFG0973 speB - pyrogenic exotoxin B [Streptococcus pyogenes SF370] (VF0249)
VFG0974	VFG0974 scpA - C5a peptidase precursor [Streptococcus pyogenes SF370] (VF0245)
VFG0975	VFG0975 ska - streptokinase A precursor [Streptococcus pyogenes SF370] (VF0247)
VFG0976	VFG0976 slo - streptolysin O precursor [Streptococcus pyogenes SF370] (VF0250)
VFG0977	VFG0977 sagA - streptolysin S associated protein [Streptococcus pyogenes SF370] (VF0251)
VFG0978	VFG0978 speC - pyrogenic exotoxin C precursor, phage associated [Streptococcus pyogenes SF370] (VF0248)
VFG0979	VFG0979 speG - exotoxin G precursor [Streptococcus pyogenes SF370] (VF0248)
VFG0980	VFG0980 speJ - putative exotoxin (superantigen) [Streptococcus pyogenes SF370] (VF0248)
VFG0981	VFG0981 smeZ - mitogenic exotoxin Z [Streptococcus pyogenes SF370] (VF0248)
VFG0982	VFG0982 speH - streptococcal exotoxin H precursor [Streptococcus pyogenes SF370] (VF0248)
VFG1329	VFG1329 pavA - adherence and virulence protein A [Streptococcus agalactiae 2603V/R] (VF0283)
VFG1330	VFG1330 lmb - laminin-binding surface protein [Streptococcus agalactiae 2603V/R] (VF0275)
VFG1331	VFG1331 bca - C protein alpha-antigen [Streptococcus agalactiae A909] (VF0276)
VFG1332	VFG1332 cylE - cylE protein [Streptococcus agalactiae 2603V/R] (VF0279)
VFG1333	VFG1333 cfb - CAMP factor [Streptococcus agalactiae 2603V/R] (VF0280)
VFG1334	VFG1334 hylB - hyaluronidase [Streptococcus agalactiae 2603V/R] (VF0281)
VFG1335	VFG1335 neuA - CMP-N-acetylneuraminic acid synthetase NeuA [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1336	VFG1336 neuD - neuD protein [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1337	VFG1337 neuC - UDP-N-acetylglucosamine-2-epimerase NeuC [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1338	VFG1338 neuB - N-acetyl neuramic acid synthetase NeuB [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1339	VFG1339 cpsL - polysaccharide biosynthesis protein CpsL [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1340	VFG1340 cpsK - polysaccharide biosynthesis protein CpsK(V) [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1341	VFG1341 cpsJ - glycosyl transferase CpsJ(V) [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1342	VFG1342 cpsO - glycosyl transferase CpsO(V) [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1343	VFG1343 cpsN - glycosyl transferase CpsN(V) [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1344	VFG1344 cpsM - polysaccharide biosynthesis protein CpsM(V) [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1345	VFG1345 cpsH - polysaccharide biosynthesis protein cpsH(V) [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1346	VFG1346 cpsG - glycosyl transferase CpsG(V) [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1347	VFG1347 cpsF - polysaccharide biosynthesis protein CpsF [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1348	VFG1348 cpsE - glycosyl transferase CpsE [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1349	VFG1349 cpsD - cpsD protein [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1350	VFG1350 cpsC - cpsC protein [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1351	VFG1351 cpsB - capsular polysaccharide biosynthesis protein CpsB [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1352	VFG1352 cpsA - capsular polysaccharide biosynthesis protein CpsA [Streptococcus agalactiae 2603V/R] (VF0274)
VFG1353	VFG1353 cbpG - choline binding protein G [Streptococcus pneumoniae TIGR4] (VF0145)
VFG1354	VFG1354 cbpE - choline binding protein E [Streptococcus pneumoniae TIGR4] (VF0145)
VFG1355	VFG1355 cbpD - choline binding protein D [Streptococcus pneumoniae TIGR4] (VF0145)
VFG1356	VFG1356 LytB - endo-beta-N-acetylglucosaminidase [Streptococcus pneumoniae TIGR4] (VF0145)
VFG1357	VFG1357 cbpA - choline binding protein A [Streptococcus pneumoniae TIGR4] (VF0150)
VFG1358	VFG1358 lytA - autolysin [Streptococcus pneumoniae TIGR4] (VF0143)
VFG1359	VFG1359 psaA - manganese ABC transporter, manganese-binding adhesion liprotein [Streptococcus pneumoniae TIGR4] (VF0151)
VFG1360	VFG1360 nanB - neuraminidase B [Streptococcus pneumoniae TIGR4] (VF0148)
VFG1361	VFG1361 pspA - pneumococcal surface protein A [Streptococcus pneumoniae TIGR4] (VF0152)
VFG1362	VFG1362 iga - immunoglobulin A1 protease [Streptococcus pneumoniae TIGR4] (VF0147)
VFG1363	VFG1363 ply - pneumolysin [Streptococcus pneumoniae TIGR4] (VF0149)
VFG1364	VFG1364 hyl - hyaluronidase [Streptococcus pneumoniae TIGR4] (VF0146)
VFG1365	VFG1365 cps4A - capsular polysaccharide biosynthesis protein Cps4A [Streptococcus pneumoniae TIGR4] (VF0144)
VFG1366	VFG1366 cps4B - capsular polysaccharide biosynthesis protein Cps4B [Streptococcus pneumoniae TIGR4] (VF0144)
VFG1367	VFG1367 cps4C - capsular polysaccharide biosynthesis protein Cps4C [Streptococcus pneumoniae TIGR4] (VF0144)
VFG1368	VFG1368 cps4D - capsular polysaccharide biosynthesis protein Cps4D [Streptococcus pneumoniae TIGR4] (VF0144)
VFG1369	VFG1369 cps4E - capsular polysaccharide biosynthesis protein Cps4E [Streptococcus pneumoniae TIGR4] (VF0144)
VFG1370	VFG1370 cps4F - capsular polysaccharide biosynthesis protein Cps4F [Streptococcus pneumoniae TIGR4] (VF0144)
VFG1371	VFG1371 cps4G - capsular polysaccharide biosynthesis protein Cps4G [Streptococcus pneumoniae TIGR4] (VF0144)
VFG1372	VFG1372 cps4H - capsular polysaccharide biosynthesis protein Cps4H [Streptococcus pneumoniae TIGR4] (VF0144)
VFG1373	VFG1373 cps4I - UDP-N-acetylglucosamine-2-epimerase [Streptococcus pneumoniae TIGR4] (VF0144)
VFG1374	VFG1374 cps4J - capsular polysaccharide biosynthesis protein Cps4J [Streptococcus pneumoniae TIGR4] (VF0144)
VFG1375	VFG1375 cps4K - capsular polysaccharide biosynthesis protein Cps4K [Streptococcus pneumoniae TIGR4] (VF0144)
VFG1376	VFG1376 cps4L - UDP-N-acetylglucosamine 2-epimerase [Streptococcus pneumoniae TIGR4] (VF0144)
VFG1377	VFG1377 LytC - 1,4-beta-N-acetylmuramidase [Streptococcus pneumoniae R6] (VF0145)
VFG1378	VFG1378 nanA - Sialidase A precursor (neuraminidase A) [Streptococcus pneumoniae R6] (VF0148)
VFG1795	VFG1795 cba - c protein beta antigen [Streptococcus agalactiae FM027022] (VF0277)
VFG1796	VFG1796 fbsA - fibrinogen receptor FbsA [Streptococcus agalactiae] (VF0282)
VFG1797	VFG1797 scpB - streptococcal C5a peptidase [Streptococcus agalactiae NEM316] (VF0278)
VFG0081	VFG0081 VC0817 - transposase, putative [Vibrio cholerae N16961]
VFG0082	VFG0082 aldA - aldehyde dehydrogenase [Vibrio cholerae N16961]
VFG0083	VFG0083 tagA - ToxR-activated gene A protein [Vibrio cholerae N16961]
VFG0084	VFG0084 VC0821 - hypothetical protein [Vibrio cholerae N16961]
VFG0085	VFG0085 VC0822 - inner membrane protein, putative [Vibrio cholerae N16961]
VFG0086	VFG0086 mop - hypothetical protein [Vibrio cholerae N16961]
VFG0087	VFG0087 tagD - tagD protein [Vibrio cholerae N16961]
VFG0088	VFG0088 tcpI - toxin co-regulated pilus biosynthesis protein I [Vibrio cholerae N16961] (VF0126)
VFG0089	VFG0089 tcpP - toxin co-regulated pilus biosynthesis protein P [Vibrio cholerae N16961] (VF0126)
VFG0090	VFG0090 tcpH - toxin co-regulated pilus biosynthesis protein H [Vibrio cholerae N16961] (VF0126)
VFG0091	VFG0091 tcpA - toxin co-regulated pilin [Vibrio cholerae N16961] (VF0126)
VFG0092	VFG0092 tcpB - toxin co-regulated pilus biosynthesis protein B [Vibrio cholerae N16961] (VF0126)
VFG0093	VFG0093 tcpQ - toxin co-regulated pilus biosynthesis protein Q [Vibrio cholerae N16961] (VF0126)
VFG0094	VFG0094 tcpC - toxin co-regulated pilus biosynthesis outer membrane protein C [Vibrio cholerae N16961] (VF0126)
VFG0095	VFG0095 tcpR - toxin co-regulated pilus biosynthesis protein R [Vibrio cholerae N16961] (VF0126)
VFG0096	VFG0096 tcpD - toxin co-regulated pilus biosynthesis protein D [Vibrio cholerae N16961] (VF0126)
VFG0097	VFG0097 tcpS - toxin co-regulated pilus biosynthesis protein S [Vibrio cholerae N16961] (VF0126)
VFG0098	VFG0098 tcpT - toxin co-regulated pilus biosynthesis protein T [Vibrio cholerae N16961] (VF0126)
VFG0099	VFG0099 tcpE - toxin co-regulated pilus biosynthesis protein E [Vibrio cholerae N16961] (VF0126)
VFG0100	VFG0100 tcpF - toxin co-regulated pilus biosynthesis protein F [Vibrio cholerae N16961] (VF0126)
VFG0101	VFG0101 toxT - TCP pilus virulence regulatory protein [Vibrio cholerae N16961] (VF0126)
VFG0102	VFG0102 tcpJ - leader peptidase TcpJ [Vibrio cholerae N16961] (VF0126)
VFG0103	VFG0103 acfA - accessory colonization factor AcfA [Vibrio cholerae N16961] (VF0127)
VFG0104	VFG0104 acfB - accessory colonization factor AcfB [Vibrio cholerae N16961] (VF0127)
VFG0105	VFG0105 acfC - accessory colonization factor AcfC [Vibrio cholerae N16961] (VF0127)
VFG0106	VFG0106 acfD - accessory colonization factor AcfD [Vibrio cholerae N16961] (VF0127)
VFG0107	VFG0107 ctxA - cholera enterotoxin, A subunit [Vibrio cholerae N16961] (VF0128)
VFG0108	VFG0108 ctxB - cholera enterotoxin, B subunit [Vibrio cholerae N16961] (VF0128)
VFG0109	VFG0109 zot - zona occludens toxin [Vibrio cholerae N16961] (VF0129)
VFG0110	VFG0110 ace - accessory cholera enterotoxin [Vibrio cholerae N16961] (VF0130)
VFG0983	VFG0983 rtx - RTX toxin RtxA [Vibrio cholerae N16961] (VF0265)
VFG1092	VFG1092 int3 - integrase, phage family [Vibrio cholerae N16961]
VFG1093	VFG1093 VC1760 - helicase, putative [Vibrio cholerae N16961]
VFG1094	VFG1094 VC1761 - hypothetical protein [Vibrio cholerae N16961]
VFG1095	VFG1095 VC1762 - hypothetical protein [Vibrio cholerae N16961]
VFG1096	VFG1096 motB - chemotaxis protein MotB-related protein [Vibrio cholerae N16961]
VFG1097	VFG1097 VC1764 - hypothetical protein [Vibrio cholerae N16961]
VFG1098	VFG1098 hsdR - type I restriction enzyme HsdR, putative [Vibrio cholerae N16961]
VFG1099	VFG1099 VC1766 - conserved hypothetical protein [Vibrio cholerae N16961]
VFG1100	VFG1100 VC1767 - conserved hypothetical protein [Vibrio cholerae N16961]
VFG1101	VFG1101 VC1768 - conserved hypothetical protein [Vibrio cholerae N16961]
VFG1102	VFG1102 hsdM - DNA methylase HsdM, putative [Vibrio cholerae N16961]
VFG1103	VFG1103 VC1770 - hypothetical protein [Vibrio cholerae N16961]
VFG1104	VFG1104 VC1771 - hypothetical protein [Vibrio cholerae N16961]
VFG1105	VFG1105 VC1772 - hypothetical protein [Vibrio cholerae N16961]
VFG1106	VFG1106 VC1773 - conserved hypothetical protein [Vibrio cholerae N16961]
VFG1107	VFG1107 VC1774 - conserved hypothetical protein [Vibrio cholerae N16961]
VFG1108	VFG1108 VC1775 - conserved hypothetical protein [Vibrio cholerae N16961]
VFG1109	VFG1109 nanA - N-acetylneuraminate lyase, putative [Vibrio cholerae N16961]
VFG1110	VFG1110 VC1777 - conserved hypothetical protein [Vibrio cholerae N16961]
VFG1111	VFG1111 VC1778 - conserved hypothetical protein [Vibrio cholerae N16961]
VFG1112	VFG1112 VC1779 - C4-dicarboxylate-binding periplasmic protein [Vibrio cholerae N16961]
VFG1113	VFG1113 VC1780 - hypothetical protein [Vibrio cholerae N16961]
VFG1114	VFG1114 nanE - conserved hypothetical protein [Vibrio cholerae N16961]
VFG1115	VFG1115 nanK - ROK family protein [Vibrio cholerae N16961]
VFG1116	VFG1116 nagC - N-acetylglucosamine-6-phosphate deacetylase [Vibrio cholerae N16961]
VFG1117	VFG1117 nanH - neuraminidase [Vibrio cholerae N16961]
VFG1118	VFG1118 VC1785 - transcriptional regulator [Vibrio cholerae N16961]
VFG1119	VFG1119 radC - DNA repair protein RadC, putative [Vibrio cholerae N16961]
VFG1120	VFG1120 VC1787 - hypothetical protein [Vibrio cholerae N16961]
VFG1121	VFG1121 VC1788 - hypothetical protein [Vibrio cholerae N16961]
VFG1122	VFG1122 VC1789 - transposase OrfAB, subunit B [Vibrio cholerae N16961]
VFG1123	VFG1123 VC1790 - transposase OrfAB, subunit A [Vibrio cholerae N16961]
VFG1124	VFG1124 VC1791 - conserved hypothetical protein [Vibrio cholerae N16961]
VFG1125	VFG1125 VC1792 - conserved hypothetical protein [Vibrio cholerae N16961]
VFG1126	VFG1126 VC1793 - hypothetical protein [Vibrio cholerae N16961]
VFG1127	VFG1127 VC1794 - hypothetical protein [Vibrio cholerae N16961]
VFG1128	VFG1128 VC1795 - transcriptional regulator, putative [Vibrio cholerae N16961]
VFG1129	VFG1129 VC1796 - middle operon regulator-related protein [Vibrio cholerae N16961]
VFG1130	VFG1130 VC1797 - hypothetical protein [Vibrio cholerae N16961]
VFG1131	VFG1131 eha - eha protein [Vibrio cholerae N16961]
VFG1132	VFG1132 int - hypothetical protein [Vibrio cholerae N16961]
VFG1133	VFG1133 VC1800 - hypothetical protein [Vibrio cholerae N16961]
VFG1134	VFG1134 VC1801 - hypothetical protein [Vibrio cholerae N16961]
VFG1135	VFG1135 VC1802 - hypothetical protein [Vibrio cholerae N16961]
VFG1136	VFG1136 VC1803 - hypothetical protein [Vibrio cholerae N16961]
VFG1137	VFG1137 VC1804 - hypothetical protein [Vibrio cholerae N16961]
VFG1138	VFG1138 VC1805 - hypothetical protein [Vibrio cholerae N16961]
VFG1139	VFG1139 VC1806 - hypothetical protein [Vibrio cholerae N16961]
VFG1140	VFG1140 VC1808 - hypothetical protein [Vibrio cholerae N16961]
VFG1141	VFG1141 VC1809 - transcriptional regulator, putative [Vibrio cholerae N16961]
VFG2078	VFG2078 vasA - hypothetical protein [Vibrio cholerae N16961] (VF0335)
VFG2079	VFG2079 VCA0111 - hypothetical protein [Vibrio cholerae N16961] (VF0335)
VFG2080	VFG2080 VCA0112 - hypothetical protein [Vibrio cholerae N16961] (VF0335)
VFG2081	VFG2081 VCA0113 - hypothetical protein [Vibrio cholerae N16961] (VF0335)
VFG2082	VFG2082 VCA0114 - hypothetical protein [Vibrio cholerae N16961] (VF0335)
VFG2083	VFG2083 vasF - hypothetical protein [Vibrio cholerae N16961] (VF0335)
VFG2084	VFG2084 clpB - clpB protein [Vibrio cholerae N16961] (VF0335)
VFG2085	VFG2085 vasH - sigma-54 dependent transcriptional regulator [Vibrio cholerae N16961] (VF0335)
VFG2086	VFG2086 VCA0118 - hypothetical protein [Vibrio cholerae N16961] (VF0335)
VFG2087	VFG2087 VCA0119 - hypothetical protein [Vibrio cholerae N16961] (VF0335)
VFG2088	VFG2088 vasK - IcmF-related protein [Vibrio cholerae N16961] (VF0335)
VFG2089	VFG2089 VCA0121 - hypothetical protein [Vibrio cholerae N16961] (VF0335)
VFG2090	VFG2090 VCA0122 - hypothetical protein [Vibrio cholerae N16961] (VF0335)
VFG2091	VFG2091 vgrG-3 - vgrG protein [Vibrio cholerae N16961] (VF0335)
VFG2092	VFG2092 VCA0107 - hypothetical protein [Vibrio cholerae N16961] (VF0335)
VFG2093	VFG2093 VCA0108 - hypothetical protein [Vibrio cholerae N16961] (VF0335)
VFG2094	VFG2094 VCA0109 - hypothetical protein [Vibrio cholerae N16961] (VF0335)
VFG0349	VFG0349 psaE - putative regulatory protein [Yersinia pestis CO92] (VF0134)
VFG0350	VFG0350 psaF - putative membrane protein [Yersinia pestis CO92] (VF0134)
VFG0351	VFG0351 psaA - pH 6 antigen precursor (antigen 4) (adhesin) [Yersinia pestis CO92] (VF0134)
VFG0352	VFG0352 psaB - chaperone protein PsaB precursor [Yersinia pestis CO92] (VF0134)
VFG0353	VFG0353 psaC - outer membrane usher protein PsaC precursor [Yersinia pestis CO92] (VF0134)
VFG0354	VFG0354 ail - attachment invasion locus protein [Yersinia pestis CO92] (VF0132)
VFG0356	VFG0356 inv - In vitro mammalian cells invasion [Yersinia enterocolitica W1024 (serotype O:9)] (VF0131)
VFG0358	VFG0358 fyuA/psn - pesticin/yersiniabactin receptor protein [Yersinia pestis CO92] (VF0136)
VFG0359	VFG0359 ybtE - yersiniabactin siderophore biosynthetic protein [Yersinia pestis CO92] (VF0136)
VFG0360	VFG0360 ybtT - yersiniabactin biosynthetic protein YbtT [Yersinia pestis CO92] (VF0136)
VFG0361	VFG0361 ybtU - yersiniabactin biosynthetic protein YbtU [Yersinia pestis CO92] (VF0136)
VFG0362	VFG0362 irp1 - yersiniabactin biosynthetic protein HMWP1 (high molecular weight protein 1) [Yersinia pestis CO92] (VF0136)
VFG0363	VFG0363 irp2 - yersiniabactin biosynthetic protein HMWP2 (high molecular weight protein 2) [Yersinia pestis CO92] (VF0136)
VFG0364	VFG0364 ybtA - transcriptional regulator YbtA [Yersinia pestis CO92] (VF0136)
VFG0365	VFG0365 ybtP - lipoprotein inner membrane ABC-transporter [Yersinia pestis CO92] (VF0136)
VFG0366	VFG0366 ybtQ - inner membrane ABC-transporter YbtQ [Yersinia pestis CO92] (VF0136)
VFG0367	VFG0367 ybtX - putative signal transducer [Yersinia pestis CO92] (VF0136)
VFG0368	VFG0368 ybtS - putative salicylate synthetase [Yersinia pestis CO92] (VF0136)
VFG0369	VFG0369 int - integrase [Yersinia pestis CO92]
VFG0372	VFG0372 sycE/yerA - putative yopE chaperone [Yersinia pestis CO92] (VF0140)
VFG0373	VFG0373 yopE - putative outer membrane virulence protein [Yersinia pestis CO92] (VF0140)
VFG0374	VFG0374 yopK/yopQ - putative virulence determinant protein [Yersinia pestis CO92] (VF0140)
VFG0375	VFG0375 yopT - putative cytotoxic effector protein [Yersinia pestis CO92] (VF0140)
VFG0376	VFG0376 sycT - putative yopT chaperone [Yersinia pestis CO92] (VF0140)
VFG0377	VFG0377 yopM - putative targeted effector protein [Yersinia pestis CO92] (VF0140)
VFG0378	VFG0378 yopD - putative Yop negative regulation/targeting component [Yersinia pestis CO92] (VF0140)
VFG0379	VFG0379 yopB - putative Yop targeting protein [Yersinia pestis CO92] (VF0140)
VFG0380	VFG0380 sycD/lcrH - putative yopB/yopD chaperone [Yersinia pestis CO92] (VF0140)
VFG0381	VFG0381 lcrV - putative V antigen, antihost protein/regulator [Yersinia pestis CO92] (VF0140)
VFG0382	VFG0382 lcrG - putative Yop regulator [Yersinia pestis CO92] (VF0140)
VFG0383	VFG0383 lcrR - hypothetical protein lcrR [Yersinia pestis CO92] (VF0140)
VFG0384	VFG0384 yscV - putative membrane-bound Yop protein [Yersinia pestis CO92] (VF0140)
VFG0385	VFG0385 yscY - putative type III secretion protein [Yersinia pestis CO92] (VF0140)
VFG0386	VFG0386 yscX - putative type III secretion protein [Yersinia pestis CO92] (VF0140)
VFG0387	VFG0387 sycN - putative type III secretion protein [Yersinia pestis CO92] (VF0140)
VFG0388	VFG0388 tyeA - putative Yop secretion and targeting protein [Yersinia pestis CO92] (VF0140)
VFG0389	VFG0389 yopN - putative membrane-bound Yop targeting protein [Yersinia pestis CO92] (VF0140)
VFG0390	VFG0390 yscN - putative Yops secretion ATP synthase [Yersinia pestis CO92] (VF0140)
VFG0391	VFG0391 yscO - putative type III secretion protein [Yersinia pestis CO92] (VF0140)
VFG0392	VFG0392 yscP - putative type III secretion protein [Yersinia pestis CO92] (VF0140)
VFG0393	VFG0393 yscQ - putative type III secretion protein [Yersinia pestis CO92] (VF0140)
VFG0394	VFG0394 yscR - putative Yop secretion membrane protein [Yersinia pestis CO92] (VF0140)
VFG0395	VFG0395 yscS - putative type III secretion protein [Yersinia pestis CO92] (VF0140)
VFG0396	VFG0396 yscT - putative type III secretion protein [Yersinia pestis CO92] (VF0140)
VFG0397	VFG0397 yscU - putative type III secretion protein [Yersinia pestis CO92] (VF0140)
VFG0398	VFG0398 virG/yscW - putative Yop targeting lipoprotein [Yersinia pestis CO92] (VF0140)
